Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,account.Contract,account.PaymentMethod,account.Charges.Total,daily_bill
0,0,0,0,0,48.0,One year,Credit card (automatic),1171.5,0.81
0,1,0,0,0,18.0,Two year,Credit card (automatic),388.6,0.72
0,1,0,0,1,23.0,Two year,Mailed check,857.75,1.24
0,0,0,0,0,55.0,Month-to-month,Credit card (automatic),2832.75,1.72
0,0,0,0,0,2.0,Month-to-month,Mailed check,41.2,0.69
1,1,0,1,0,9.0,Month-to-month,Mailed check,890.6,3.3
0,1,0,0,0,27.0,Two year,Credit card (automatic),531.6,0.66
0,0,0,0,0,35.0,Month-to-month,Electronic check,812.5,0.77
0,0,0,1,1,58.0,Two year,Credit card (automatic),1191.4,0.68
0,1,0,1,0,42.0,Month-to-month,Electronic check,4014.6,3.19
0,0,0,1,0,44.0,One year,Mailed check,2722.2,2.06
0,0,0,1,1,43.0,Two year,Bank transfer (automatic),3254.35,2.52
0,0,0,1,1,7.0,One year,Mailed check,134.05,0.64
0,1,1,0,0,1.0,Month-to-month,Electronic check,73.65,2.46
1,0,1,0,0,28.0,Month-to-month,Electronic check,2890.65,3.44
0,0,0,1,1,41.0,Month-to-month,Bank transfer (automatic),3848.0,3.13
1,1,0,0,0,24.0,Month-to-month,Electronic check,1861.5,2.59
1,0,0,1,0,39.0,One year,Credit card (automatic),4134.85,3.53
0,1,0,1,0,65.0,Month-to-month,Electronic check,6812.95,3.49
0,1,0,0,0,40.0,One year,Credit card (automatic),1382.9,1.15
0,0,0,1,0,46.0,One year,Mailed check,3231.05,2.34
1,1,0,0,0,36.0,Month-to-month,Electronic check,3050.15,2.82
0,1,0,0,0,62.0,Month-to-month,Bank transfer (automatic),4981.15,2.68
0,1,0,0,0,30.0,One year,Electronic check,2044.75,2.27
0,0,0,0,0,70.0,Two year,Bank transfer (automatic),7939.25,3.78
0,1,0,0,0,1.0,Month-to-month,Mailed check,19.9,0.66
1,1,0,0,0,5.0,Month-to-month,Mailed check,541.9,3.61
0,1,0,1,0,24.0,Month-to-month,Electronic check,2248.05,3.12
0,1,0,0,0,11.0,Month-to-month,Mailed check,208.0,0.63
0,1,0,0,0,58.0,One year,Bank transfer (automatic),5720.95,3.29
1,1,0,0,0,2.0,Month-to-month,Electronic check,81.25,1.35
0,1,0,0,0,8.0,Month-to-month,Electronic check,546.45,2.28
0,1,1,0,0,35.0,Month-to-month,Credit card (automatic),3180.5,3.03
0,1,1,1,0,65.0,Month-to-month,Electronic check,6578.55,3.37
0,0,0,1,1,68.0,Two year,Credit card (automatic),5607.75,2.75
1,1,0,0,0,6.0,Month-to-month,Electronic check,523.5,2.91
0,1,0,0,0,46.0,One year,Credit card (automatic),4422.95,3.21
0,0,0,1,0,72.0,Two year,Electronic check,8349.7,3.87
1,0,0,0,1,62.0,One year,Electronic check,6413.65,3.45
0,0,1,0,0,38.0,Two year,Mailed check,735.9,0.65
1,1,0,0,0,1.0,Month-to-month,Mailed check,53.5,1.78
0,0,0,0,0,58.0,Month-to-month,Electronic check,5817.7,3.34
0,1,0,0,0,17.0,One year,Mailed check,279.5,0.55
0,0,1,1,0,72.0,Two year,Bank transfer (automatic),8317.95,3.85
0,1,0,1,1,50.0,One year,Electronic check,3442.15,2.29
1,1,0,0,1,4.0,Month-to-month,Electronic check,219.65,1.83
0,0,0,0,0,3.0,Month-to-month,Mailed check,61.7,0.69
1,1,1,1,1,8.0,Month-to-month,Credit card (automatic),583.45,2.43
1,0,1,1,0,13.0,Month-to-month,Electronic check,916.75,2.35
0,1,0,1,1,55.0,Two year,Mailed check,1177.95,0.71
0,0,0,1,0,71.0,Two year,Electronic check,6310.9,2.96
0,0,0,0,0,37.0,One year,Electronic check,3019.1,2.72
1,1,1,1,1,41.0,One year,Electronic check,4534.9,3.69
0,0,0,1,1,55.0,Two year,Bank transfer (automatic),4657.95,2.82
0,0,0,1,1,61.0,One year,Bank transfer (automatic),3088.75,1.69
0,1,0,1,1,44.0,Month-to-month,Mailed check,2924.05,2.22
1,1,0,1,0,59.0,One year,Electronic check,6448.05,3.64
1,0,1,0,0,10.0,Month-to-month,Electronic check,329.8,1.1
0,1,0,0,1,2.0,Month-to-month,Mailed check,42.9,0.72
0,0,0,1,1,56.0,Two year,Credit card (automatic),1119.9,0.67
0,1,0,1,0,72.0,Two year,Electronic check,7719.5,3.57
0,0,0,0,0,3.0,Month-to-month,Electronic check,161.45,1.79
0,1,1,0,0,1.0,Month-to-month,Electronic check,74.7,2.49
0,1,1,1,0,44.0,Two year,Credit card (automatic),847.25,0.64
0,1,0,0,0,10.0,Month-to-month,Credit card (automatic),208.25,0.69
0,1,0,0,0,72.0,Two year,Bank transfer (automatic),1434.1,0.66
0,1,0,0,0,66.0,One year,Mailed check,3465.7,1.75
1,1,0,1,0,24.0,Month-to-month,Electronic check,2391.8,3.32
0,1,0,0,0,18.0,One year,Credit card (automatic),1633.0,3.02
1,1,0,0,0,22.0,Month-to-month,Electronic check,1127.35,1.71
0,0,0,1,0,64.0,Two year,Credit card (automatic),5948.7,3.1
0,0,0,1,1,22.0,Month-to-month,Electronic check,849.9,1.29
0,1,1,1,0,38.0,Month-to-month,Electronic check,4009.2,3.52
0,1,0,0,0,5.0,Month-to-month,Mailed check,109.8,0.73
1,0,1,0,0,6.0,Month-to-month,Electronic check,560.6,3.11
1,1,0,0,0,1.0,Month-to-month,Electronic check,70.3,2.34
0,1,0,1,0,18.0,Month-to-month,Credit card (automatic),1074.65,1.99
0,0,0,0,0,11.0,One year,Bank transfer (automatic),651.55,1.97
0,1,1,0,0,67.0,Two year,Bank transfer (automatic),4250.1,2.11
0,1,1,0,0,67.0,Month-to-month,Credit card (automatic),6841.05,3.4
0,0,1,1,0,72.0,Two year,Credit card (automatic),1937.4,0.9
0,0,0,0,0,47.0,Month-to-month,Credit card (automatic),3545.1,2.51
0,0,1,0,0,54.0,One year,Mailed check,3886.05,2.4
1,0,1,1,0,12.0,Month-to-month,Electronic check,1060.2,2.94
0,0,0,0,0,31.0,Month-to-month,Credit card (automatic),2613.4,2.81
0,0,0,0,0,11.0,Month-to-month,Bank transfer (automatic),733.95,2.22
1,0,1,0,0,40.0,Month-to-month,Electronic check,2109.35,1.76
0,1,1,1,1,11.0,Month-to-month,Credit card (automatic),775.3,2.35
1,1,0,0,0,5.0,Month-to-month,Electronic check,452.7,3.02
0,1,0,0,0,1.0,Month-to-month,Mailed check,19.75,0.66
0,0,0,1,1,20.0,One year,Bank transfer (automatic),395.6,0.66
0,1,0,1,1,8.0,Month-to-month,Credit card (automatic),169.75,0.71
0,1,0,0,0,1.0,Month-to-month,Mailed check,74.3,2.48
0,0,1,0,0,72.0,Two year,Electronic check,7943.45,3.68
1,1,0,1,0,6.0,Month-to-month,Electronic check,531.0,2.95
1,1,1,1,0,40.0,Month-to-month,Electronic check,4086.3,3.41
0,0,0,1,0,23.0,Month-to-month,Credit card (automatic),1642.75,2.38
0,1,0,0,0,30.0,Month-to-month,Credit card (automatic),2852.4,3.17
0,0,0,0,0,29.0,Month-to-month,Credit card (automatic),2215.25,2.55
0,1,0,1,0,59.0,Month-to-month,Electronic check,2666.75,1.51
1,1,1,1,0,41.0,Month-to-month,Bank transfer (automatic),3273.55,2.66
0,0,1,1,0,58.0,One year,Bank transfer (automatic),5458.8,3.14
0,0,0,1,0,1.0,Month-to-month,Mailed check,20.65,0.69
0,1,0,1,1,4.0,Month-to-month,Electronic check,169.65,1.41
0,0,0,0,1,61.0,Two year,Credit card (automatic),1498.35,0.82
1,1,0,0,0,10.0,Month-to-month,Electronic check,740.0,2.47
0,0,0,0,0,39.0,One year,Electronic check,1886.4,1.61
1,0,0,1,1,31.0,Month-to-month,Mailed check,658.95,0.71
1,0,0,1,0,2.0,Month-to-month,Electronic check,68.75,1.15
0,1,0,1,0,31.0,One year,Mailed check,2484.0,2.67
1,1,0,0,0,4.0,Month-to-month,Electronic check,174.3,1.45
0,0,0,0,0,33.0,Month-to-month,Electronic check,2989.6,3.02
0,0,0,0,1,4.0,One year,Mailed check,84.75,0.71
0,0,0,1,1,32.0,Two year,Mailed check,2316.85,2.41
0,0,1,1,0,72.0,Two year,Credit card (automatic),7882.25,3.65
0,1,0,0,0,11.0,Month-to-month,Electronic check,760.05,2.3
0,1,1,1,0,23.0,Month-to-month,Electronic check,1975.85,2.86
1,0,0,0,0,6.0,Month-to-month,Bank transfer (automatic),567.45,3.15
1,0,1,1,0,1.0,Month-to-month,Electronic check,69.55,2.32
0,1,0,0,0,15.0,Month-to-month,Electronic check,1451.1,3.22
0,1,0,0,1,47.0,One year,Credit card (automatic),1013.05,0.72
0,1,0,1,0,72.0,Two year,Credit card (automatic),1864.2,0.86
0,0,0,1,1,35.0,Two year,Bank transfer (automatic),821.6,0.78
0,1,0,1,1,50.0,One year,Bank transfer (automatic),2614.1,1.74
1,1,0,0,0,1.0,Month-to-month,Electronic check,79.5,2.65
1,0,1,0,0,2.0,Month-to-month,Mailed check,158.4,2.64
0,0,0,1,1,41.0,Two year,Electronic check,3126.45,2.54
0,1,1,0,0,33.0,Month-to-month,Electronic check,1803.7,1.82
1,1,0,0,1,38.0,Month-to-month,Bank transfer (automatic),3777.15,3.31
0,1,1,1,0,60.0,One year,Electronic check,6339.45,3.52
0,1,0,1,1,25.0,One year,Mailed check,1466.1,1.95
0,0,0,1,1,0.0,Two year,Mailed check,,
0,1,0,1,0,70.0,Two year,Credit card (automatic),7085.5,3.37
0,1,0,1,0,60.0,Month-to-month,Bank transfer (automatic),6572.85,3.65
0,0,1,1,0,34.0,One year,Bank transfer (automatic),2106.3,2.06
0,0,0,1,0,27.0,Month-to-month,Electronic check,2093.4,2.58
0,0,0,0,0,60.0,Two year,Mailed check,1093.0,0.61
1,1,1,1,0,17.0,Month-to-month,Electronic check,1233.4,2.42
1,0,0,1,0,71.0,Two year,Bank transfer (automatic),6585.35,3.09
0,1,0,1,1,56.0,Two year,Electronic check,5873.75,3.5
1,1,0,1,0,61.0,Two year,Electronic check,5638.3,3.08
0,1,0,1,1,15.0,Month-to-month,Bank transfer (automatic),469.65,1.04
0,0,0,1,0,70.0,Two year,Bank transfer (automatic),4504.9,2.15
0,0,0,0,1,1.0,Month-to-month,Mailed check,24.7,0.82
0,1,0,1,1,42.0,One year,Credit card (automatic),2763.35,2.19
0,0,0,0,0,1.0,Month-to-month,Credit card (automatic),19.95,0.66
0,0,1,0,0,2.0,Month-to-month,Electronic check,186.05,3.1
0,1,0,1,0,72.0,Two year,Bank transfer (automatic),1492.1,0.69
0,1,0,1,0,52.0,One year,Mailed check,3865.45,2.48
0,0,0,1,1,57.0,One year,Electronic check,3053.0,1.79
0,1,0,0,0,7.0,One year,Mailed check,128.6,0.61
0,1,1,1,0,7.0,Month-to-month,Electronic check,533.05,2.54
0,1,0,0,0,47.0,One year,Bank transfer (automatic),4535.85,3.22
0,0,0,0,0,65.0,One year,Bank transfer (automatic),6744.25,3.46
0,0,0,1,1,72.0,One year,Bank transfer (automatic),1623.15,0.75
0,1,0,0,0,68.0,Two year,Bank transfer (automatic),1498.85,0.73
1,1,0,0,0,1.0,Month-to-month,Mailed check,24.05,0.8
1,1,0,0,0,4.0,Month-to-month,Electronic check,237.95,1.98
1,0,0,1,0,37.0,Month-to-month,Electronic check,3762.0,3.39
0,0,0,0,0,72.0,Two year,Bank transfer (automatic),1419.4,0.66
0,1,1,1,0,48.0,Month-to-month,Credit card (automatic),4370.75,3.04
0,0,0,0,0,35.0,One year,Electronic check,3532.0,3.36
1,0,0,1,1,7.0,Month-to-month,Electronic check,506.9,2.41
0,0,0,0,0,1.0,Month-to-month,Credit card (automatic),19.55,0.65
0,1,0,1,1,35.0,One year,Bank transfer (automatic),2661.1,2.53
0,1,0,0,0,44.0,Two year,Bank transfer (automatic),4378.35,3.32
0,0,0,1,0,37.0,Two year,Electronic check,1593.1,1.44
0,0,0,1,1,65.0,One year,Bank transfer (automatic),3874.1,1.99
0,0,0,1,1,59.0,One year,Mailed check,3801.3,2.15
0,0,0,0,0,22.0,Month-to-month,Electronic check,1073.3,1.63
0,1,0,0,1,1.0,Month-to-month,Bank transfer (automatic),70.45,2.35
0,1,0,1,0,54.0,Month-to-month,Electronic check,1621.35,1.0
0,1,0,0,0,44.0,Month-to-month,Electronic check,4915.15,3.72
0,0,0,1,1,6.0,Two year,Mailed check,100.35,0.56
0,0,0,0,0,50.0,One year,Bank transfer (automatic),989.05,0.66
0,1,0,0,0,13.0,One year,Credit card (automatic),259.65,0.67
1,1,0,0,0,3.0,Month-to-month,Electronic check,66.95,0.74
0,0,0,0,0,1.0,Month-to-month,Mailed check,20.35,0.68
0,1,0,0,1,27.0,Two year,Credit card (automatic),509.3,0.63
0,1,0,1,1,71.0,Two year,Credit card (automatic),7782.85,3.65
0,1,0,1,0,14.0,One year,Electronic check,641.25,1.53
0,1,1,0,0,39.0,Month-to-month,Bank transfer (automatic),3759.05,3.21
0,1,0,0,0,31.0,Month-to-month,Electronic check,3143.65,3.38
0,0,0,1,0,20.0,Month-to-month,Electronic check,1901.65,3.17
0,0,0,0,0,12.0,Month-to-month,Bank transfer (automatic),540.95,1.5
0,1,0,0,1,40.0,One year,Mailed check,1564.05,1.3
1,1,0,0,0,6.0,Month-to-month,Credit card (automatic),208.7,1.16
0,1,0,1,1,72.0,Two year,Credit card (automatic),1414.65,0.65
0,1,0,0,0,1.0,Month-to-month,Credit card (automatic),49.0,1.63
1,0,0,0,0,4.0,Month-to-month,Credit card (automatic),266.9,2.22
1,0,0,0,0,1.0,Month-to-month,Electronic check,77.15,2.57
0,1,0,1,0,64.0,Two year,Bank transfer (automatic),4818.8,2.51
1,0,0,0,0,12.0,Month-to-month,Bank transfer (automatic),1164.3,3.23
1,1,0,0,0,4.0,Month-to-month,Electronic check,340.85,2.84
0,1,1,1,0,71.0,Month-to-month,Electronic check,7713.55,3.62
0,1,0,0,0,64.0,Two year,Mailed check,1240.15,0.65
0,1,0,1,0,33.0,Month-to-month,Bank transfer (automatic),2447.45,2.47
1,0,0,0,0,1.0,Month-to-month,Mailed check,70.15,2.34
0,0,0,1,0,3.0,Month-to-month,Mailed check,72.0,0.8
0,0,0,1,0,70.0,One year,Electronic check,7069.3,3.37
0,0,0,1,0,51.0,Month-to-month,Electronic check,2553.35,1.67
1,1,0,1,1,4.0,Month-to-month,Electronic check,225.6,1.88
0,1,0,1,1,67.0,Two year,Credit card (automatic),1284.2,0.64
0,0,0,1,1,68.0,Two year,Credit card (automatic),7511.3,3.68
0,0,0,1,0,62.0,Two year,Bank transfer (automatic),1416.75,0.76
1,1,1,1,0,66.0,Month-to-month,Credit card (automatic),6871.9,3.47
1,1,1,1,0,53.0,One year,Electronic check,3229.65,2.03
1,0,1,0,0,1.0,Month-to-month,Electronic check,69.6,2.32
1,1,0,1,0,4.0,Month-to-month,Electronic check,201.0,1.68
0,1,0,0,0,64.0,One year,Credit card (automatic),5289.05,2.75
0,0,0,1,0,3.0,Month-to-month,Mailed check,130.15,1.45
0,1,1,0,0,71.0,One year,Electronic check,3985.35,1.87
0,1,0,0,0,2.0,Month-to-month,Mailed check,38.8,0.65
1,1,0,0,1,27.0,Month-to-month,Electronic check,2180.55,2.69
1,1,1,0,0,9.0,Month-to-month,Electronic check,746.5,2.76
0,0,0,1,1,36.0,Two year,Bank transfer (automatic),717.95,0.66
0,0,0,0,0,8.0,One year,Bank transfer (automatic),447.75,1.87
1,1,0,0,0,7.0,Month-to-month,Electronic check,669.0,3.19
0,1,0,1,0,65.0,Two year,Bank transfer (automatic),4929.55,2.53
0,1,0,1,1,33.0,One year,Bank transfer (automatic),600.25,0.61
0,1,0,0,0,54.0,Two year,Credit card (automatic),5760.65,3.56
0,0,0,0,0,1.0,Month-to-month,Bank transfer (automatic),19.9,0.66
1,0,1,0,0,15.0,Month-to-month,Mailed check,1145.7,2.55
1,1,0,1,0,4.0,Month-to-month,Electronic check,420.2,3.5
1,0,1,1,0,26.0,Month-to-month,Electronic check,2169.75,2.78
0,0,0,1,1,10.0,Month-to-month,Electronic check,929.45,3.1
1,1,0,1,1,67.0,One year,Electronic check,7482.1,3.72
1,1,1,0,0,10.0,Month-to-month,Electronic check,898.35,2.99
0,1,0,1,1,60.0,Two year,Bank transfer (automatic),4543.95,2.52
0,1,0,0,0,65.0,One year,Credit card (automatic),1600.95,0.82
0,1,0,1,1,72.0,Two year,Credit card (automatic),7559.55,3.5
0,0,1,1,0,26.0,Month-to-month,Bank transfer (automatic),2510.7,3.22
1,0,0,1,1,8.0,One year,Mailed check,145.0,0.6
0,1,0,0,0,1.0,Month-to-month,Mailed check,20.45,0.68
0,0,0,1,0,48.0,Month-to-month,Credit card (automatic),4834.0,3.36
0,0,0,0,0,41.0,Month-to-month,Credit card (automatic),3190.65,2.59
1,1,0,0,0,1.0,Month-to-month,Electronic check,25.15,0.84
1,0,0,0,0,6.0,Month-to-month,Electronic check,455.3,2.53
0,0,0,0,0,1.0,Month-to-month,Mailed check,44.75,1.49
0,0,0,1,1,56.0,Two year,Credit card (automatic),1119.9,0.67
0,0,0,1,1,37.0,Month-to-month,Electronic check,3340.55,3.01
0,0,1,0,0,56.0,One year,Electronic check,6139.5,3.65
0,0,0,0,0,7.0,One year,Mailed check,173.15,0.82
0,0,0,0,0,4.0,Month-to-month,Mailed check,324.2,2.7
0,0,1,0,0,71.0,Month-to-month,Credit card (automatic),6951.15,3.26
0,1,1,1,0,58.0,Month-to-month,Electronic check,5780.7,3.32
0,1,0,0,0,53.0,Two year,Bank transfer (automatic),978.0,0.62
0,1,1,1,0,31.0,Month-to-month,Electronic check,2807.65,3.02
0,1,0,0,0,1.0,Month-to-month,Mailed check,20.3,0.68
0,1,0,0,0,6.0,Month-to-month,Bank transfer (automatic),335.65,1.86
0,1,0,0,0,49.0,Two year,Bank transfer (automatic),3199.0,2.18
0,0,0,0,0,8.0,One year,Bank transfer (automatic),469.25,1.96
0,0,1,0,0,22.0,One year,Mailed check,417.0,0.63
1,1,0,1,0,29.0,Month-to-month,Electronic check,2467.1,2.84
0,1,0,1,1,61.0,Month-to-month,Bank transfer (automatic),2117.2,1.16
1,0,1,0,0,30.0,Month-to-month,Credit card (automatic),2758.15,3.06
1,0,0,1,1,25.0,Month-to-month,Electronic check,2368.4,3.16
0,1,1,0,0,9.0,Month-to-month,Electronic check,718.55,2.66
0,1,0,1,1,5.0,One year,Electronic check,99.45,0.66
1,1,0,0,0,9.0,Month-to-month,Electronic check,758.6,2.81
0,0,0,1,0,65.0,One year,Credit card (automatic),7118.9,3.65
0,1,1,0,0,29.0,Month-to-month,Bank transfer (automatic),2948.6,3.39
0,0,0,0,0,1.0,Month-to-month,Mailed check,25.75,0.86
0,0,0,0,0,12.0,Month-to-month,Credit card (automatic),958.25,2.66
0,0,0,1,1,55.0,One year,Mailed check,5448.6,3.3
1,1,0,0,0,11.0,Month-to-month,Electronic check,926.25,2.81
0,1,0,1,0,68.0,Two year,Credit card (automatic),1629.2,0.8
0,1,0,0,0,34.0,Month-to-month,Electronic check,3540.65,3.47
0,1,0,0,0,1.0,Month-to-month,Credit card (automatic),20.75,0.69
0,1,0,1,1,36.0,One year,Mailed check,1939.35,1.8
0,0,0,1,0,15.0,Two year,Mailed check,387.9,0.86
0,1,0,0,0,10.0,Month-to-month,Mailed check,524.5,1.75
0,0,0,0,0,3.0,Two year,Mailed check,213.35,2.37
0,0,0,0,0,1.0,Month-to-month,Electronic check,25.7,0.86
0,1,0,1,0,43.0,Month-to-month,Credit card (automatic),3551.65,2.75
0,0,0,0,1,8.0,Month-to-month,Mailed check,163.6,0.68
1,0,1,1,1,4.0,Month-to-month,Electronic check,181.6,1.51
0,1,0,1,1,71.0,Two year,Bank transfer (automatic),1387.45,0.65
1,1,0,0,0,17.0,Month-to-month,Electronic check,1625.65,3.19
0,0,0,1,1,6.0,Month-to-month,Credit card (automatic),273.25,1.52
1,1,1,0,0,2.0,Month-to-month,Electronic check,181.7,3.03
1,0,1,1,0,1.0,Month-to-month,Electronic check,49.55,1.65
1,1,0,0,0,64.0,One year,Credit card (automatic),6903.1,3.6
0,1,0,0,1,39.0,One year,Bank transfer (automatic),2191.7,1.87
0,1,0,1,1,46.0,One year,Mailed check,2560.1,1.86
1,1,0,1,0,1.0,Month-to-month,Electronic check,90.75,3.02
0,0,0,1,1,72.0,Two year,Bank transfer (automatic),5986.55,2.77
0,0,0,1,1,33.0,Two year,Credit card (automatic),641.35,0.65
0,0,0,0,0,32.0,One year,Bank transfer (automatic),3608.0,3.76
0,0,0,0,0,5.0,Month-to-month,Mailed check,104.3,0.7
1,0,0,0,0,2.0,Month-to-month,Electronic check,85.5,1.42
1,0,0,0,0,2.0,Month-to-month,Electronic check,184.1,3.07
0,0,1,0,0,17.0,Month-to-month,Credit card (automatic),1470.05,2.88
0,1,0,0,1,5.0,Month-to-month,Credit card (automatic),122.0,0.81
0,1,0,0,0,10.0,Month-to-month,Electronic check,226.55,0.76
0,1,0,0,0,1.0,Month-to-month,Electronic check,50.15,1.67
0,0,0,0,0,41.0,One year,Credit card (automatic),2364.0,1.92
1,0,0,0,0,63.0,One year,Bank transfer (automatic),6137.0,3.25
0,1,0,1,1,22.0,One year,Mailed check,419.9,0.64
0,0,0,0,0,47.0,One year,Electronic check,4730.6,3.36
0,1,0,0,0,65.0,Two year,Credit card (automatic),4805.65,2.46
0,0,1,0,0,8.0,Month-to-month,Credit card (automatic),908.55,3.79
1,1,0,0,1,10.0,Month-to-month,Electronic check,930.4,3.1
1,0,0,0,0,9.0,Month-to-month,Bank transfer (automatic),714.15,2.64
0,1,0,0,0,35.0,One year,Electronic check,3251.3,3.1
1,1,1,0,0,2.0,Month-to-month,Electronic check,165.4,2.76
0,1,1,1,0,8.0,Month-to-month,Mailed check,371.4,1.55
0,1,0,1,0,24.0,Month-to-month,Electronic check,688.0,0.96
0,0,0,0,0,36.0,Two year,Mailed check,1901.25,1.76
0,1,0,1,0,67.0,Two year,Bank transfer (automatic),7567.2,3.76
1,0,1,1,0,15.0,Month-to-month,Electronic check,1258.3,2.8
0,1,0,0,1,0.0,Two year,Bank transfer (automatic),,
1,0,0,0,0,1.0,Month-to-month,Electronic check,78.05,2.6
1,1,1,1,0,24.0,Month-to-month,Bank transfer (automatic),971.3,1.35
0,1,0,0,0,21.0,Month-to-month,Mailed check,780.15,1.24
0,0,0,0,0,11.0,Month-to-month,Mailed check,601.6,1.82
0,0,1,0,0,50.0,Month-to-month,Electronic check,5222.35,3.48
0,1,0,0,0,13.0,One year,Mailed check,270.2,0.69
0,0,0,1,1,64.0,Two year,Bank transfer (automatic),6997.3,3.64
0,1,0,0,0,3.0,Month-to-month,Electronic check,253.8,2.82
0,1,0,0,1,71.0,One year,Credit card (automatic),6028.95,2.83
0,0,0,0,0,9.0,Month-to-month,Bank transfer (automatic),238.15,0.88
0,0,0,0,0,1.0,Month-to-month,Mailed check,83.4,2.78
0,1,0,0,0,3.0,Month-to-month,Electronic check,76.95,0.86
1,1,0,1,0,53.0,One year,Electronic check,3184.25,2.0
0,0,0,1,1,46.0,Two year,Mailed check,927.1,0.67
0,1,0,1,1,63.0,Month-to-month,Credit card (automatic),4896.35,2.59
0,1,0,1,0,71.0,Two year,Credit card (automatic),7616.0,3.58
0,0,1,1,0,5.0,Month-to-month,Electronic check,341.6,2.28
0,0,0,1,1,65.0,Two year,Bank transfer (automatic),1748.55,0.9
0,1,0,0,0,42.0,Month-to-month,Electronic check,4222.95,3.35
0,0,0,0,0,3.0,Month-to-month,Mailed check,238.1,2.65
0,1,0,0,0,24.0,Month-to-month,Electronic check,1348.5,1.87
0,1,0,0,1,66.0,Two year,Mailed check,1357.1,0.69
0,0,0,0,0,25.0,Two year,Credit card (automatic),475.2,0.63
0,0,0,1,1,56.0,One year,Credit card (automatic),5608.4,3.34
0,1,1,1,0,52.0,One year,Bank transfer (automatic),5376.4,3.45
0,0,0,1,1,23.0,Two year,Mailed check,611.45,0.89
0,0,0,1,0,25.0,One year,Mailed check,733.55,0.98
0,0,0,0,0,32.0,Month-to-month,Electronic check,3334.9,3.47
1,0,0,0,0,16.0,Month-to-month,Electronic check,762.25,1.59
0,0,1,1,1,23.0,Month-to-month,Bank transfer (automatic),2130.55,3.09
0,1,0,0,0,26.0,One year,Credit card (automatic),1362.85,1.75
0,0,0,1,0,49.0,One year,Bank transfer (automatic),923.1,0.63
0,1,0,0,1,1.0,Month-to-month,Mailed check,20.05,0.67
1,1,1,0,0,5.0,Month-to-month,Mailed check,331.9,2.21
0,0,0,0,0,50.0,Two year,Credit card (automatic),1023.95,0.68
1,1,0,0,0,13.0,Month-to-month,Credit card (automatic),597.0,1.53
0,0,0,1,1,28.0,One year,Mailed check,543.0,0.65
0,0,0,0,1,49.0,One year,Credit card (automatic),921.3,0.63
0,0,0,0,0,18.0,Month-to-month,Bank transfer (automatic),1679.4,3.11
0,0,0,1,1,72.0,Two year,Bank transfer (automatic),5025.85,2.33
0,0,0,1,1,37.0,Month-to-month,Electronic check,3314.15,2.99
0,1,1,1,0,7.0,Month-to-month,Bank transfer (automatic),220.45,1.05
0,1,0,1,0,45.0,Month-to-month,Bank transfer (automatic),3775.85,2.8
0,1,0,0,0,19.0,Month-to-month,Bank transfer (automatic),865.85,1.52
0,1,0,0,0,29.0,One year,Mailed check,572.2,0.66
0,1,0,1,1,61.0,One year,Credit card (automatic),6449.15,3.52
0,1,0,0,0,4.0,Month-to-month,Electronic check,199.75,1.66
0,0,0,0,0,38.0,Month-to-month,Electronic check,3988.5,3.5
0,0,0,0,0,2.0,Month-to-month,Electronic check,57.4,0.96
1,1,0,0,0,1.0,Month-to-month,Mailed check,45.05,1.5
0,0,0,0,0,15.0,One year,Mailed check,693.45,1.54
1,1,0,0,0,71.0,Two year,Electronic check,7532.15,3.54
1,1,0,1,0,52.0,Month-to-month,Electronic check,4348.65,2.79
1,0,0,0,0,2.0,Month-to-month,Mailed check,38.7,0.64
1,1,1,1,0,24.0,Month-to-month,Electronic check,2231.05,3.1
0,1,0,0,0,43.0,Month-to-month,Credit card (automatic),3161.4,2.45
1,1,0,0,0,2.0,Month-to-month,Bank transfer (automatic),80.35,1.34
0,1,0,0,0,24.0,Month-to-month,Mailed check,1218.25,1.69
1,1,1,1,0,41.0,Month-to-month,Electronic check,4259.3,3.46
1,0,0,1,1,14.0,Month-to-month,Electronic check,1258.6,3.0
0,0,0,1,0,64.0,Two year,Mailed check,4378.8,2.28
0,1,0,1,1,72.0,Two year,Credit card (automatic),1363.25,0.63
0,0,0,0,0,27.0,Month-to-month,Mailed check,1439.35,1.78
0,1,1,0,0,35.0,One year,Electronic check,2471.25,2.35
0,1,0,0,1,1.0,Month-to-month,Mailed check,59.55,1.98
0,1,0,0,1,34.0,One year,Electronic check,3470.8,3.4
1,0,0,0,0,1.0,Month-to-month,Electronic check,68.65,2.29
1,1,1,0,0,43.0,Month-to-month,Mailed check,3856.75,2.99
0,0,1,1,0,53.0,One year,Credit card (automatic),5016.25,3.15
1,0,0,0,1,17.0,One year,Mailed check,937.5,1.84
1,0,1,0,0,20.0,Month-to-month,Credit card (automatic),1727.5,2.88
0,1,0,0,0,6.0,One year,Mailed check,124.4,0.69
0,1,0,0,1,1.0,Month-to-month,Electronic check,24.7,0.82
0,0,0,0,0,61.0,Two year,Electronic check,5308.7,2.9
1,0,1,0,0,4.0,Month-to-month,Electronic check,346.2,2.88
0,0,0,0,0,1.0,Month-to-month,Mailed check,19.55,0.65
1,1,0,0,0,1.0,Month-to-month,Electronic check,80.5,2.68
0,0,0,1,1,68.0,One year,Bank transfer (automatic),5733.4,2.81
1,1,0,0,0,1.0,Month-to-month,Electronic check,79.25,2.64
